Fund,Proposal,Challenge,Link,Overall score,Votes cast,YES,ABSTAIN,NO,Result,Meets approval threshold,REQUESTED,STATUS,FUND DEPLETION,Reason for not funded status,Ccy,URL,proposal_id,Funding category,challenge_id,Rating,No. Assessments
Fund09,UTXO Optimizer and Scheduler,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB0hV,4.62,309,42705553,0,21124467,21581086,YES,3854,NOT FUNDED,780,Over Budget,USD,https://cardano.ideascale.com/a/dtd/418725-48088,418725,F9: Developer Ecosystem,26597,4.62,7
Fund09,Wolfram UTxO History&Collaboration,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZB0Ki,4.62,430,157571081,0,17390190,140180891,YES,67000,FUNDED,661000,,USD,https://cardano.ideascale.com/a/dtd/417395-48088,417395,F9: Cross-Chain Collaboration,26598,4.62,7
Fund09,Crypto Tik Tok Channel for Youth,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZB1TW,4.61,236,43712165,0,17428749,26283416,YES,14700,NOT FUNDED,1021,Over Budget,USD,https://cardano.ideascale.com/a/dtd/421654-48088,421654,"F9: Grow East Asia, Grow Cardano",26602,4.61,17
Fund09,DripDropz Open Source Voting Tool,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1Xh,4.61,620,180612496,0,34974108,145638388,YES,150000,FUNDED,5344500,,USD,https://cardano.ideascale.com/a/dtd/421908-48088,421908,"F9: Dapps, Products & Integrations",26595,4.61,12
Fund09,Clarity DAO Infrastructure,DAOs <3 Cardano,https://app.ideascale.com/t/UM5UZBzUG,4.61,517,108182074,0,12712072,95470002,YES,99200,FUNDED,116880,,USD,https://cardano.ideascale.com/a/dtd/414257-48088,414257,F9: DAOs <3 Cardano,26594,4.61,6
Fund09,Dandelion: Decentralized Web3 APIs,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1a4,4.61,322,41666622,0,105084630,-63418008,NO,90000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422053-48088,422053,"F9: Dapps, Products & Integrations",26595,4.61,6
Fund09,Digital Assisted Midwifery,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzcJ,4.61,225,33746877,0,106280372,-72533495,NO,71070,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/414687-48088,414687,"F9: Dapps, Products & Integrations",26595,4.61,6
Fund09,Governance Services Guild,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB039,4.61,220,25128291,0,101747827,-76619536,NO,51600,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/420106-48088,420106,"F9: Dapps, Products & Integrations",26595,4.61,6
Fund09,Liquidity Efficient DEX models,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1as,4.61,465,76201196,0,103659016,-27457820,NO,91000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422041-48088,422041,"F9: Dapps, Products & Integrations",26595,4.61,6
Fund09,NFBooks: a Pan-African NFT library,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzfe,4.61,222,28854017,0,39482138,-10628121,NO,52000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/414890-48088,414890,"F9: Dapps, Products & Integrations",26595,4.61,6
Fund09,Proposal Writing Service,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZB1aY,4.61,198,26639049,0,21580742,5058307,YES,6600,NOT FUNDED,415,Over Budget,USD,https://cardano.ideascale.com/a/dtd/422022-48088,422022,"F9: Grow Africa, Grow Cardano",26600,4.61,6
Fund09,Proposers’ Hive,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1Uf,4.61,213,20667043,0,33679904,-13012861,NO,30000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/421723-48088,421723,"F9: Dapps, Products & Integrations",26595,4.61,6
Fund09,Tokenizing Income Share - PoC,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0Yn,4.61,287,63530854,0,115382810,-51851956,NO,268814,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/418254-48088,418254,"F9: Dapps, Products & Integrations",26595,4.61,6
Fund09,TosiDrop dApp and Audit,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB01J,4.61,589,57334720,0,109273021,-51938301,NO,100000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/419933-48088,419933,"F9: Dapps, Products & Integrations",26595,4.61,6
Fund09,Trading Tent: Multi-language,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0s6,4.61,245,33114808,0,24414594,8700214,YES,34000,NOT FUNDED,7171,Over Budget,USD,https://cardano.ideascale.com/a/dtd/419432-48088,419432,"F9: Dapps, Products & Integrations",26595,4.61,6
Fund09,Inspiring Ladies Colloquim,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZB00b,4.59,227,31997528,0,7080639,24916889,NO,4456,NOT FUNDED,4865,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/419889-48088,419889,"F9: Grow Africa, Grow Cardano",26600,4.6,21
Fund09,"CardanoPress, A Plugin for Builders",Building (on) Blockfrost,https://app.ideascale.com/t/UM5UZB0Sz,4.59,698,150513144,0,20488861,130024283,YES,12000,NOT FUNDED,0,Over Budget,USD,https://cardano.ideascale.com/a/dtd/417900-48088,417900,F9: Building (on) Blockfrost,26603,4.6,10
Fund09,Catalyst Swarm Operations,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB1N9,4.59,254,25124019,0,25706777,-582758,NO,41000,NOT FUNDED,780,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/421326-48088,421326,F9: Developer Ecosystem,26597,4.6,10
Fund09,Crypto Blockchain Talents Platform,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB0bF,4.59,224,20552481,0,28868098,-8315617,NO,49500,NOT FUNDED,780,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/418343-48088,418343,F9: Developer Ecosystem,26597,4.6,10
Fund09,AdaQuest Brand Awareness campaign,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0td,4.59,225,20675341,0,26481022,-5805681,NO,35000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/419464-48088,419464,"F9: Dapps, Products & Integrations",26595,4.6,5
Fund09,Cardojo: Cardano in Asia,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZB1Ky,4.59,232,29537713,0,20578742,8958971,YES,27900,NOT FUNDED,1021,Over Budget,USD,https://cardano.ideascale.com/a/dtd/421132-48088,421132,"F9: Grow East Asia, Grow Cardano",26602,4.6,5
Fund09,CarPool Onboard & Learning Platform,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1Fk,4.59,196,18157181,0,105456083,-87298902,NO,75000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/420813-48088,420813,"F9: Dapps, Products & Integrations",26595,4.6,5
Fund09,DAO Turn Key Deployment,DAOs <3 Cardano,https://app.ideascale.com/t/UM5UZBzRv,4.59,472,85663044,0,12812182,72850862,YES,65000,NOT FUNDED,6280,Over Budget,USD,https://cardano.ideascale.com/a/dtd/414114-48088,414114,F9: DAOs <3 Cardano,26594,4.6,5
Fund09,DripDropz Cardano Mainstreet Suite,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1XQ,4.59,565,185254721,0,52999656,132255065,YES,326000,FUNDED,4973500,,USD,https://cardano.ideascale.com/a/dtd/421892-48088,421892,"F9: Dapps, Products & Integrations",26595,4.6,5
Fund09,Ecosystem of Hotels on Cardano,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1TX,4.59,251,33823986,0,102043375,-68219389,NO,28750,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/421655-48088,421655,"F9: Dapps, Products & Integrations",26595,4.6,5
Fund09,Indico: Knowledge Brokering,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzxR,4.59,228,29126547,0,104543539,-75416992,NO,94000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/415976-48088,415976,"F9: Dapps, Products & Integrations",26595,4.6,5
Fund09,LetsWork platform on Cardano,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0JR,4.59,216,21378906,0,106877744,-85498838,NO,78300,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/417318-48088,417318,"F9: Dapps, Products & Integrations",26595,4.6,5
Fund09,NOW! NFT GAME NO MORE BORED!!!,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0IJ,4.59,224,7406819,0,44049204,-36642385,NO,57073,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/417249-48088,417249,"F9: Dapps, Products & Integrations",26595,4.6,5
Fund09,Oneiron: Cardano Sidechain SDK,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZB1jw,4.59,305,75297852,0,23401690,51896162,YES,65536,FUNDED,113164,,USD,https://cardano.ideascale.com/a/dtd/422594-48088,422594,F9: Cross-Chain Collaboration,26598,4.6,5
Fund09,Project Verify,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0wV,4.59,196,10040032,0,33882586,-23842554,NO,25000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/419640-48088,419640,"F9: Dapps, Products & Integrations",26595,4.6,5
Fund09,The ArtSuite Multi-Chain NFT Events,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZB0Jd,4.59,258,56008556,0,25829944,30178612,YES,90000,NOT FUNDED,8435,Over Budget,USD,https://cardano.ideascale.com/a/dtd/417329-48088,417329,F9: Cross-Chain Collaboration,26598,4.6,5
Fund09,Ubuntu Crypto Use Map DAO,DAOs <3 Cardano,https://app.ideascale.com/t/UM5UZB0pz,4.59,475,83067881,0,19413443,63654438,YES,64500,NOT FUNDED,6280,Over Budget,USD,https://cardano.ideascale.com/a/dtd/419242-48088,419242,F9: DAOs <3 Cardano,26594,4.6,5
Fund09,Catalyst Events 4 Vietnam Students,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZB0dY,4.59,266,33025853,0,22104763,10921090,YES,33040,NOT FUNDED,1021,Over Budget,USD,https://cardano.ideascale.com/a/dtd/418484-48088,418484,"F9: Grow East Asia, Grow Cardano",26602,4.59,46
Fund09,ARTIFICIAL INTELLIGENCE ML/Dapps,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzO2,4.59,356,81450375,0,111934708,-30484333,NO,250000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/413938-48088,413938,"F9: Dapps, Products & Integrations",26595,4.59,31
Fund09,NFT Books - Book Token Platform,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1kA,4.59,498,71823429,0,102489458,-30666029,NO,70225,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422608-48088,422608,"F9: Dapps, Products & Integrations",26595,4.59,18
Fund09,Catalyst Dashboard Innovatio Tribe,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBz8P,4.59,224,33786764,0,27312739,6474025,YES,42000,NOT FUNDED,780,Over Budget,USD,https://cardano.ideascale.com/a/dtd/416645-48088,416645,F9: Developer Ecosystem,26597,4.59,9
Fund09,Supporting LATAM's dReps,dRep improvement and onboarding,https://app.ideascale.com/t/UM5UZBz4X,4.59,276,58319532,0,6459722,51859810,YES,9980,NOT FUNDED,9540,Over Budget,USD,https://cardano.ideascale.com/a/dtd/416409-48088,416409,F9: dRep improvement and onboarding,26601,4.59,9
Fund09,Catalyst Swarm DAO Tools,DAOs <3 Cardano,https://app.ideascale.com/t/UM5UZB1UP,4.58,541,116473569,0,13734945,102738624,YES,73600,FUNDED,253680,,USD,https://cardano.ideascale.com/a/dtd/421708-48088,421708,F9: DAOs <3 Cardano,26594,4.58,11
Fund09,PeakChain Fleet Management Platform,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzTb,4.58,217,32761896,0,37537859,-4775963,NO,85500,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/414216-48088,414216,"F9: Dapps, Products & Integrations",26595,4.58,11
Fund09,NFT 2.0 Platform (Dynamic NFT),"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1HE,4.58,221,26543612,0,39930171,-13386559,NO,93000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/420904-48088,420904,"F9: Dapps, Products & Integrations",26595,4.58,8
Fund09,Startverse: Marketplace Portal,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzfP,4.58,196,27582481,0,106276146,-78693665,NO,50000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/414876-48088,414876,"F9: Dapps, Products & Integrations",26595,4.58,8
Fund09,Decentralized Next-Gen Edge AI,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBz9o,4.58,200,20857755,0,102893582,-82035827,NO,50000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/416730-48088,416730,"F9: Dapps, Products & Integrations",26595,4.58,4
Fund09,Learning Dynamic Models,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzs2,4.58,202,23510793,0,35668796,-12158003,NO,95100,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/415707-48088,415707,"F9: Dapps, Products & Integrations",26595,4.58,4
Fund09,Ghana Youth Onboarding Outreach 2,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBzbt,4.57,229,49426908,0,17277257,32149651,YES,5500,FUNDED,88565,,USD,https://cardano.ideascale.com/a/dtd/414661-48088,414661,"F9: Grow Africa, Grow Cardano",26600,4.57,39
Fund09,Cardano Peer Education,Challenge & Scouted for Student,https://app.ideascale.com/t/UM5UZBzTU,4.57,593,111762900,0,18698191,93064709,YES,5000,FUNDED,90000,,USD,https://cardano.ideascale.com/a/dtd/414210-48088,414210,F9: Challenge & Scouted for Students🎓,26599,4.57,35
Fund09,The Africa Catalyst School,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBzXj,4.57,272,42361198,0,17922383,24438815,YES,11680,NOT FUNDED,4865,Over Budget,USD,https://cardano.ideascale.com/a/dtd/414468-48088,414468,"F9: Grow Africa, Grow Cardano",26600,4.57,20
Fund09,An open source book on Cardano,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB1Qm,4.57,355,31940697,0,26229752,5710945,YES,59850,NOT FUNDED,780,Over Budget,USD,https://cardano.ideascale.com/a/dtd/421486-48088,421486,F9: Developer Ecosystem,26597,4.57,10
Fund09,ArtSuite Cardano Course Bangladesh,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZB0OW,4.57,220,40288660,0,17019601,23269059,YES,18750,NOT FUNDED,1021,Over Budget,USD,https://cardano.ideascale.com/a/dtd/417628-48088,417628,"F9: Grow East Asia, Grow Cardano",26602,4.57,10
Fund09,Lucid - Developing the Easy Way,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB1cH,4.57,839,225520298,0,19085098,206435200,YES,44800,FUNDED,806200,,USD,https://cardano.ideascale.com/a/dtd/422127-48088,422127,F9: Developer Ecosystem,26597,4.57,10
Fund09,UPDEV CHALLENGE,Challenge & Scouted for Student,https://app.ideascale.com/t/UM5UZB0Ha,4.57,335,69935374,0,16822539,53112835,YES,7000,FUNDED,58970,,USD,https://cardano.ideascale.com/a/dtd/417204-48088,417204,F9: Challenge & Scouted for Students🎓,26599,4.57,10
Fund09,A better data source owned by you,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0JJ,4.57,202,30578463,0,104266140,-73687677,NO,68000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/417310-48088,417310,"F9: Dapps, Products & Integrations",26595,4.57,7
Fund09,Add ADA to 1st NFT Marketplace-MENA,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1of,4.57,238,33106260,0,110678227,-77571967,NO,111300,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422882-48088,422882,"F9: Dapps, Products & Integrations",26595,4.57,7
Fund09,BEST WAY TO ATTRACT REAL GAMERS,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0IS,4.57,222,7969351,0,94914491,-86945140,NO,54810,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/417258-48088,417258,"F9: Dapps, Products & Integrations",26595,4.57,7
Fund09,Catalyst GPS and Blockchain4Good,DAOs <3 Cardano,https://app.ideascale.com/t/UM5UZB03n,4.57,454,88820757,0,20900418,67920339,YES,39000,NOT FUNDED,6280,Over Budget,USD,https://cardano.ideascale.com/a/dtd/420084-48088,420084,F9: DAOs <3 Cardano,26594,4.57,7
Fund09,Cross-Chain NFT Cultivation Events,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZBz3n,4.57,224,37765813,0,25414901,12350912,YES,50000,NOT FUNDED,5015,Over Budget,USD,https://cardano.ideascale.com/a/dtd/416363-48088,416363,F9: Cross-Chain Collaboration,26598,4.57,7
Fund09,Emursive DApp (Metaverse) Builder,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB1lo,4.57,205,36474128,0,24170643,12303485,YES,49190,NOT FUNDED,780,Over Budget,USD,https://cardano.ideascale.com/a/dtd/422708-48088,422708,F9: Developer Ecosystem,26597,4.57,7
Fund09,ESG Reporting Mechanism,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0uQ,4.57,245,34362374,0,23293372,11069002,YES,18020,NOT FUNDED,7171,Over Budget,USD,https://cardano.ideascale.com/a/dtd/419513-48088,419513,"F9: Dapps, Products & Integrations",26595,4.57,7
Fund09,FT Smart Contracts for Marketplaces,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBzkF,4.57,239,45564879,0,24625289,20939590,YES,75000,NOT FUNDED,780,Over Budget,USD,https://cardano.ideascale.com/a/dtd/415171-48088,415171,F9: Developer Ecosystem,26597,4.57,7
Fund09,"Imperator - Secure, Imperative SCs",Developer Ecosystem,https://app.ideascale.com/t/UM5UZB0c8,4.57,475,82179318,0,24213141,57966177,YES,60000,NOT FUNDED,780,Over Budget,USD,https://cardano.ideascale.com/a/dtd/418458-48088,418458,F9: Developer Ecosystem,26597,4.57,7
Fund09,One Crypto Pass,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZB0eF,4.57,268,37953000,0,28270286,9682714,YES,57200,NOT FUNDED,575,Over Budget,USD,https://cardano.ideascale.com/a/dtd/418526-48088,418526,F9: Cross-Chain Collaboration,26598,4.57,7
Fund09,Taxir | Bringing Blockchain to MENA,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZB0Kt,4.57,194,27615925,0,28102239,-486314,NO,36900,NOT FUNDED,575,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/417406-48088,417406,F9: Cross-Chain Collaboration,26598,4.57,7
Fund09,Cardano Catalyst TV,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZBzmn,4.55,265,39930185,0,18223502,21706683,YES,19020,NOT FUNDED,1021,Over Budget,USD,https://cardano.ideascale.com/a/dtd/415326-48088,415326,"F9: Grow East Asia, Grow Cardano",26602,4.56,22
Fund09,Catalyst Swarm & SingularityNET,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZB1Vd,4.55,482,80110071,0,26278933,53831138,YES,60400,FUNDED,178700,,USD,https://cardano.ideascale.com/a/dtd/421782-48088,421782,F9: Cross-Chain Collaboration,26598,4.56,12
Fund09,Accelerator: FT Challenge Startups,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB1We,4.55,200,42012721,0,23540266,18472455,YES,100000,NOT FUNDED,780,Over Budget,USD,https://cardano.ideascale.com/a/dtd/421844-48088,421844,F9: Developer Ecosystem,26597,4.56,6
Fund09,DeFi Access from Mobile Devices,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0Ew,4.55,229,30874547,0,105891299,-75016752,NO,118200,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/417043-48088,417043,"F9: Dapps, Products & Integrations",26595,4.56,6
Fund09,Developers Reward program DEV$,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB1Ru,4.55,190,17409265,0,24524842,-7115577,NO,55000,NOT FUNDED,780,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/421555-48088,421555,F9: Developer Ecosystem,26597,4.56,6
Fund09,Farmer carbon credit validation,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1LD,4.55,264,11135101,0,48387880,-37252779,NO,88500,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/421147-48088,421147,"F9: Dapps, Products & Integrations",26595,4.56,6
Fund09,Glow on the PAB,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB0tI,4.55,304,80865337,0,38862738,42002599,YES,300000,NOT FUNDED,780,Over Budget,USD,https://cardano.ideascale.com/a/dtd/419444-48088,419444,F9: Developer Ecosystem,26597,4.56,6
Fund09,Java SDK to Build Health App,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB1gG,4.55,223,22071057,0,21125933,945124,NO,7500,NOT FUNDED,780,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422370-48088,422370,F9: Developer Ecosystem,26597,4.56,6
Fund09,Katiopa women: The pioneers of DeFi,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBzea,4.55,274,18922605,0,36521100,-17598495,NO,21000,NOT FUNDED,780,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/414825-48088,414825,F9: Developer Ecosystem,26597,4.56,6
